title,位置,经纬度
控江路1200弄,上海市杨浦区控江路1200弄,"121.527304,31.278816"
世界路91弄,上海市杨浦区世界路91弄,"121.524810,31.319444"
福阳大厦,上海市杨浦区福阳大厦,"121.522530,31.286243"
福阳大厦,上海市杨浦区福阳大厦,"121.522530,31.286243"
九州花苑,上海市杨浦区九州花苑,"121.525604,31.283171"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
恒阳花苑,上海市杨浦区恒阳花苑,"121.509254,31.268938"
政通新苑,上海市杨浦区政通新苑,"121.518555,31.305019"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
伊格尔公寓,上海市杨浦区伊格尔公寓,"121.534264,31.291761"
控江路1200弄,上海市杨浦区控江路1200弄,"121.527304,31.278816"
锦丽斯公寓,上海市杨浦区锦丽斯公寓,"121.515747,31.266235"
安波路200弄,上海市杨浦区安波路200弄,"121.535893,31.304665"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
广杭苑,上海市杨浦区广杭苑,"121.535500,31.257328"
浣纱六村,上海市杨浦区浣纱六村,"121.533691,31.297661"
营口路776弄（浣纱雅苑）,上海市杨浦区营口路776弄,"121.533720,31.297650"
控江路1455弄,上海市杨浦区控江路1455弄,"121.523785,31.276324"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
东银茗苑,上海市杨浦区东银茗苑,"121.514458,31.266958"
正文花园(二期),上海市杨浦区正文花园,"121.488640,31.307817"
文化花园明珠苑,上海市杨浦区文化花园明珠苑,"121.488976,31.301752"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
海上海新城(公寓),上海市杨浦区海上海新城公寓,"121.508927,31.266925"
国富苑,上海市杨浦区国富苑,"121.531982,31.280155"
皇朝新城,上海市杨浦区皇朝新城,"121.518141,31.292564"
银河经典苑,上海市杨浦区银河经典苑,"121.537384,31.267965"
宝钢又一村,上海市杨浦区宝钢又一村,"121.541443,31.283876"
皇朝新城,上海市杨浦区皇朝新城,"121.518141,31.292564"
海鸿公寓,上海市杨浦区海鸿公寓,"121.516396,31.287254"
双阳公寓,上海市杨浦区双阳公寓,"121.533424,31.275758"
万佳苑,上海市杨浦区万佳苑,"121.537048,31.294600"
翔殷路505弄,上海市杨浦区翔殷路505弄,"121.535633,31.305860"
翔殷路505弄,上海市杨浦区翔殷路505弄,"121.535633,31.305860"
万登花苑,上海市杨浦区万登花苑,"121.525673,31.262495"
三湘世纪花城三期,上海市杨浦区三湘世纪花城三期,"121.492203,31.300217"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
控江二村,上海市杨浦区控江二村,"121.525650,31.279612"
万汇公寓,上海市杨浦区万汇公寓,"121.536118,31.263498"
万佳苑,上海市杨浦区万佳苑,"121.537048,31.294600"
翔殷路505弄,上海市杨浦区翔殷路505弄,"121.535633,31.305860"
皇朝新城,上海市杨浦区皇朝新城,"121.518141,31.292564"
海鸿公寓,上海市杨浦区海鸿公寓,"121.516396,31.287254"
海鸿公寓,上海市杨浦区海鸿公寓,"121.516396,31.287254"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
广杭苑,上海市杨浦区广杭苑,"121.535500,31.257328"
海鸿公寓,上海市杨浦区海鸿公寓,"121.516396,31.287254"
海鸿公寓,上海市杨浦区海鸿公寓,"121.516396,31.287254"
同济北苑,上海市杨浦区同济北苑,"121.494698,31.310534"
皇朝新城,上海市杨浦区皇朝新城,"121.518141,31.292564"
海鹏苑,上海市杨浦区海鹏苑,"121.547615,31.278082"
同济欣苑,上海市杨浦区同济欣苑,"121.494881,31.308876"
宝钢又一村,上海市杨浦区宝钢又一村,"121.541443,31.283876"
大诚花苑,上海市杨浦区大诚花苑,"121.509659,31.295843"
文化花园清华苑,上海市杨浦区文化花园清华苑,"121.489334,31.303709"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
大居苑,上海市杨浦区大居苑,"121.528358,31.277304"
九州公寓,上海市嘉定区九州公寓,"121.286118,31.358978"
浣纱四村,上海市杨浦区浣纱四村居委会,"121.533676,31.300165"
椰泰公寓,上海市杨浦区椰泰公寓,"121.518219,31.308426"
大居苑,上海市杨浦区大居苑,"121.528358,31.277304"
保辉香景园,上海市杨浦区保辉香景园,"121.505684,31.326458"
黄兴雅苑,上海市杨浦区黄兴雅苑,"121.520134,31.286880"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
兰馨雅苑,上海市杨浦区兰馨雅苑,"121.533554,31.301998"
保辉香景园,上海市杨浦区保辉香景园,"121.505684,31.326458"
万登花苑,上海市杨浦区万登花苑,"121.525673,31.262495"
宏翔公寓,上海市杨浦区宏翔公寓,"121.541328,31.306677"
同济国康公寓,上海市杨浦区同济国康公寓,"121.503510,31.286551"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
靖宇东路85弄,上海市杨浦区靖宇东路85弄,"121.540707,31.290435"
锦杨苑,上海市杨浦区锦杨苑,"121.528381,31.262629"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
长恒苑,上海市杨浦区长恒苑,"121.524673,31.308846"
三湘世纪花城,上海市杨浦区三湘世纪花城,"121.492294,31.300632"
瀚杨苑,上海市杨浦区瀚杨苑,"121.529060,31.261271"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
泰宝华庭(公寓),上海市杨浦区泰宝华庭,"121.497551,31.330183"
正文花园(二期),上海市杨浦区正文花园,"121.488640,31.307817"
三湘世纪花城,上海市杨浦区三湘世纪花城,"121.492294,31.300632"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
同济欣苑,上海市杨浦区同济欣苑,"121.494881,31.308876"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
华升新苑,上海市杨浦区华升新苑,"121.522621,31.275063"
泰宝华庭(公寓),上海市杨浦区泰宝华庭,"121.497551,31.330183"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
长阳新苑,上海市杨浦区长阳新苑,"121.529732,31.265008"
同济欣苑,上海市杨浦区同济欣苑,"121.494881,31.308876"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
东银茗苑,上海市杨浦区东银茗苑,"121.514458,31.266958"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
恒阳花苑,上海市杨浦区恒阳花苑,"121.509254,31.268938"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
圣骊河滨苑,上海市杨浦区圣骊河滨苑,"121.531334,31.258324"
全家福家园,上海市杨浦区全家福家园,"121.523941,31.258963"
恒阳花苑,上海市杨浦区恒阳花苑,"121.509254,31.268938"
紫藤佳苑,上海市杨浦区紫藤佳苑,"121.524277,31.261797"
恒阳花苑,上海市杨浦区恒阳花苑,"121.509254,31.268938"
圣骊名苑,上海市杨浦区圣骊名苑,"121.530373,31.260647"
信达泰禾上海院子,上海市杨浦区信达泰禾上海院子,"121.510597,31.321788"
保利维拉家园,上海市杨浦区保利维拉家园,"121.496895,31.314537"
嘉誉湾,上海市杨浦区嘉誉湾,"121.509239,31.332457"
新江湾佳苑,上海市杨浦区新江湾佳苑,"121.503441,31.310135"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
申润江涛苑,上海市杨浦区申润江涛苑,"121.536041,31.256815"
海杨公寓,上海市杨浦区海杨公寓,"121.528984,31.258099"
珠江香樟南园,上海市杨浦区珠江香樟南园,"121.544273,31.270346"
全家福家园,上海市杨浦区全家福家园,"121.523941,31.258963"
珠江香樟南园,上海市杨浦区珠江香樟南园,"121.544273,31.270346"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
星云苑,上海市杨浦区星云苑,"121.542290,31.309528"
珠江香樟南园,上海市杨浦区珠江香樟南园,"121.544273,31.270346"
锦都玫瑰园,上海市杨浦区锦都玫瑰园,"121.540359,31.311934"
嘉禄新苑,上海市杨浦区嘉禄新苑,"121.521515,31.260496"
合生高尔夫公寓,上海市杨浦区合生高尔夫公寓,"121.518188,31.266567"
韵都城,上海市杨浦区韵都城,"121.547012,31.289526"
银河经典苑,上海市杨浦区银河经典苑,"121.537384,31.267965"
三湘世纪花城三期,上海市杨浦区三湘世纪花城三期,"121.492203,31.300217"
珠江香樟园,上海市杨浦区珠江香樟园,"121.542030,31.271749"
海尚佳园,上海市杨浦区海尚佳园,"121.536003,31.268885"
泰鸿苑,上海市杨浦区泰鸿苑,"121.517693,31.267630"
政立苑,上海市杨浦区政立苑,"121.501724,31.308462"
中轩丽苑,上海市杨浦区中轩丽苑,"121.553734,31.278481"
圣骊河滨苑,上海市杨浦区圣骊河滨苑,"121.531334,31.258324"
恒阳花苑,上海市杨浦区恒阳花苑,"121.509254,31.268938"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
华升新苑,上海市杨浦区华升新苑,"121.522621,31.275063"
圣骊名苑,上海市杨浦区圣骊名苑,"121.530373,31.260647"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
海上硕和城,上海市杨浦区海上硕和城,"121.528351,31.300802"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
华元豪庭,上海市杨浦区华元豪庭,"121.514580,31.276619"
仁恒怡庭,上海市杨浦区仁恒怡庭,"121.514336,31.327847"
韵都城,上海市杨浦区韵都城,"121.547012,31.289526"
韵都城,上海市杨浦区韵都城,"121.547012,31.289526"
韵都城,上海市杨浦区韵都城,"121.547012,31.289526"
众和金融大厦,上海市杨浦区众和金融大厦,"121.509712,31.262699"
文化花园明珠苑,上海市杨浦区文化花园明珠苑,"121.488976,31.301752"
众和新苑,上海市杨浦区众和新苑,"121.510086,31.262352"
三湘世纪花城,上海市杨浦区三湘世纪花城,"121.492294,31.300632"
凯兴苑,上海市杨浦区凯兴苑,"121.531555,31.270361"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
海上硕和城,上海市杨浦区海上硕和城,"121.528351,31.300802"
林绿家园,上海市杨浦区林绿家园,"121.500908,31.279114"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
海上硕和城,上海市杨浦区海上硕和城,"121.528351,31.300802"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
海上硕和城,上海市杨浦区海上硕和城,"121.528351,31.300802"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
明丰阳光苑,上海市杨浦区明丰阳光苑,"121.524635,31.315874"
正文花园(一期),上海市杨浦区正文花园,"121.488640,31.307817"
恒阳花苑,上海市杨浦区恒阳花苑,"121.509254,31.268938"
汇元坊,上海市杨浦区汇元坊,"121.522636,31.293514"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
银河经典苑,上海市杨浦区银河经典苑,"121.537384,31.267965"
现代星洲城,上海市杨浦区现代星洲城,"121.519402,31.269089"
汇元坊,上海市杨浦区汇元坊,"121.522636,31.293514"
金宇名邸,上海市杨浦区金宇名邸,"121.524490,31.282877"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
三湘世纪花城三期,上海市杨浦区三湘世纪花城三期,"121.492203,31.300217"
现代星洲城,上海市杨浦区现代星洲城,"121.519402,31.269089"
华升新苑,上海市杨浦区华升新苑,"121.522621,31.275063"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
华升新苑,上海市杨浦区华升新苑,"121.522621,31.275063"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
同济北苑,上海市杨浦区同济北苑,"121.494698,31.310534"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
君裕公寓,上海市杨浦区君裕公寓,"121.486992,31.302671"
双阳公寓,上海市杨浦区双阳公寓,"121.533424,31.275758"
皇朝新城,上海市杨浦区皇朝新城,"121.518141,31.292564"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
文化花园园中苑,上海市杨浦区文化花园园中苑,"121.491005,31.303358"
英达苑,上海市杨浦区英达苑,"121.507202,31.269382"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
望春都市家园,上海市杨浦区望春都市家园,"121.528687,31.283836"
文化花园园中苑,上海市杨浦区文化花园园中苑,"121.491005,31.303358"
华元豪庭,上海市杨浦区华元豪庭,"121.514580,31.276619"
韵都城,上海市杨浦区韵都城,"121.547012,31.289526"
海尚佳园,上海市杨浦区海尚佳园,"121.536003,31.268885"
嘉禄新苑,上海市杨浦区嘉禄新苑,"121.521515,31.260496"
兰馨雅苑,上海市杨浦区兰馨雅苑,"121.533554,31.301998"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
平盛苑,上海市杨浦区平盛苑,"121.523682,31.263166"
华升新苑,上海市杨浦区华升新苑,"121.522621,31.275063"
平盛苑,上海市杨浦区平盛苑,"121.523682,31.263166"
耀浦苑,上海市杨浦区耀浦苑,"121.513641,31.271519"
圣骊河滨苑,上海市杨浦区圣骊河滨苑,"121.531334,31.258324"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
文化花园明珠苑,上海市杨浦区文化花园明珠苑,"121.488976,31.301752"
现代星洲城,上海市杨浦区现代星洲城,"121.519402,31.269089"
银叶苑,上海市杨浦区银叶苑,"121.522072,31.309196"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
韵都城,上海市杨浦区韵都城,"121.547012,31.289526"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
国富苑,上海市杨浦区国富苑,"121.531982,31.280155"
文化花园清华苑,上海市杨浦区文化花园清华苑,"121.489334,31.303709"
浣纱四村,上海市杨浦区浣纱四村居委会,"121.533676,31.300165"
九州公寓,上海市嘉定区九州公寓,"121.286118,31.358978"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
文化花园清华苑,上海市杨浦区文化花园清华苑,"121.489334,31.303709"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
文化花园园中苑,上海市杨浦区文化花园园中苑,"121.491005,31.303358"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
泰宝华庭(公寓),上海市杨浦区泰宝华庭,"121.497551,31.330183"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
新翔公寓,上海市杨浦区新翔公寓,"121.533241,31.306870"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
三湘世纪花城,上海市杨浦区三湘世纪花城,"121.492294,31.300632"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
国中公寓,上海市杨浦区国中公寓,"121.504507,31.272883"
长阳新苑,上海市杨浦区长阳新苑,"121.529732,31.265008"
同济北苑,上海市杨浦区同济北苑,"121.494698,31.310534"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
三湘世纪花城三期,上海市杨浦区三湘世纪花城三期,"121.492203,31.300217"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
建发江湾萃,上海市杨浦区建发江湾萃,"121.505455,31.322302"
江湾尊堡别墅(公寓),上海市杨浦区江湾尊堡别墅,"121.492355,31.308996"
新江湾城雍景苑,上海市杨浦区新江湾城雍景苑,"121.526009,31.331989"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
仁恒怡庭,上海市杨浦区仁恒怡庭,"121.514336,31.327847"
新江湾佳苑,上海市杨浦区新江湾佳苑,"121.503441,31.310135"
泰宝华庭(公寓),上海市杨浦区泰宝华庭,"121.497551,31.330183"
信达泰禾上海院子,上海市杨浦区信达泰禾上海院子,"121.510597,31.321788"
圣骊河滨苑,上海市杨浦区圣骊河滨苑,"121.531334,31.258324"
滨江晶典,上海市杨浦区滨江晶典,"121.527613,31.260385"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
中凯城市之光(新江湾),上海市静安区中凯城市之光,"121.464699,31.226488"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
绿地海珀璞晖,上海市杨浦区绿地海珀璞晖,"121.506050,31.323256"
金宇名邸,上海市杨浦区金宇名邸,"121.524490,31.282877"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
伊东苑,上海市杨浦区伊东苑,"121.513397,31.272268"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
保辉香景园,上海市杨浦区保辉香景园,"121.505684,31.326458"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
大运盛城,上海市杨浦区大运盛城,"121.519684,31.284353"
文化花园香榭丽苑,上海市杨浦区香榭丽苑,"121.493149,31.303177"
东茂家苑,上海市杨浦区东茂家苑,"121.533058,31.303946"
珠江香樟南园,上海市杨浦区珠江香樟南园,"121.544273,31.270346"
宝地东花园,上海市杨浦区宝地东花园,"121.512672,31.262878"
文化花园清华苑,上海市杨浦区文化花园清华苑,"121.489334,31.303709"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
海上硕和城,上海市杨浦区海上硕和城,"121.528351,31.300802"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
海上硕和城,上海市杨浦区海上硕和城,"121.528351,31.300802"
宝地东花园,上海市杨浦区宝地东花园,"121.512672,31.262878"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
宝地东花园,上海市杨浦区宝地东花园,"121.512672,31.262878"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
同济绿园,上海市杨浦区同济绿园,"121.511576,31.274761"
君欣豪庭,上海市杨浦区君欣豪庭,"121.513306,31.272575"
紫罗兰家苑,上海市杨浦区紫罗兰家苑,"121.527199,31.281397"
佳龙花园,上海市杨浦区佳龙花园,"121.535355,31.296804"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
富天苑,上海市杨浦区富天苑,"121.532860,31.274847"
文化花园明珠苑,上海市杨浦区文化花园明珠苑,"121.488976,31.301752"
三湘世纪花城三期,上海市杨浦区三湘世纪花城三期,"121.492203,31.300217"
正文花园(二期),上海市杨浦区正文花园,"121.488640,31.307817"
惠元新天地家园,上海市杨浦区惠元新天地家园,"121.533028,31.310383"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
广杭苑,上海市杨浦区广杭苑,"121.535500,31.257328"
林绿家园,上海市杨浦区林绿家园,"121.500908,31.279114"
现代星洲城,上海市杨浦区现代星洲城,"121.519402,31.269089"
紫罗兰家苑,上海市杨浦区紫罗兰家苑,"121.527199,31.281397"
华升新苑,上海市杨浦区华升新苑,"121.522621,31.275063"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
海上海新城(公寓),上海市杨浦区海上海新城公寓,"121.508927,31.266925"
富天苑,上海市杨浦区富天苑,"121.532860,31.274847"
中凯城市之光(新江湾),上海市静安区中凯城市之光,"121.464699,31.226488"
文通雅苑,上海市杨浦区文通雅苑,"121.515327,31.263880"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
兰馨雅苑,上海市杨浦区兰馨雅苑,"121.533554,31.301998"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
合生江湾国际公寓,上海市杨浦区合生江湾国际公寓,"121.514732,31.337662"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
星惠佳苑,上海市杨浦区星惠佳苑,"121.526451,31.261393"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
文通雅苑,上海市杨浦区文通雅苑,"121.515327,31.263880"
文化花园清华苑,上海市杨浦区文化花园清华苑,"121.489334,31.303709"
耀浦苑,上海市杨浦区耀浦苑,"121.513641,31.271519"
保辉香景园,上海市杨浦区保辉香景园,"121.505684,31.326458"
海上海新城(公寓),上海市杨浦区海上海新城公寓,"121.508927,31.266925"
海上海新城(公寓),上海市杨浦区海上海新城公寓,"121.508927,31.266925"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
滨江晶典,上海市杨浦区滨江晶典,"121.527613,31.260385"
仁恒怡庭,上海市杨浦区仁恒怡庭,"121.514336,31.327847"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
文化花园园中苑,上海市杨浦区文化花园园中苑,"121.491005,31.303358"
长恒苑,上海市杨浦区长恒苑,"121.524673,31.308846"
君裕公寓,上海市杨浦区君裕公寓,"121.486992,31.302671"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
上海大花园,上海市杨浦区上海大花园,"121.510199,31.264142"
景江公寓,上海市杨浦区景江公寓,"121.519844,31.257236"
保辉香景园,上海市杨浦区保辉香景园,"121.505684,31.326458"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
建发璟墅,上海市杨浦区建发璟墅,"121.499519,31.319290"
创智坊(公寓),上海市杨浦区创智坊,"121.507530,31.304140"
江湾翰林,上海市杨浦区江湾翰林,"121.510101,31.306526"
嘉誉湾,上海市杨浦区嘉誉湾,"121.509239,31.332457"
建发璟墅,上海市杨浦区建发璟墅,"121.499519,31.319290"
莱茵半岛,上海市杨浦区莱茵半岛,"121.536224,31.307451"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
保辉香景园,上海市杨浦区保辉香景园,"121.505684,31.326458"
文化花园园中苑,上海市杨浦区文化花园园中苑,"121.491005,31.303358"
建发璟墅,上海市杨浦区建发璟墅,"121.499519,31.319290"
公园3000黄兴花园,上海市杨浦区公园3000黄兴花园,"121.524414,31.291456"
滨江晶典,上海市杨浦区滨江晶典,"121.527613,31.260385"
润地华庭,上海市杨浦区润地华庭,"121.506065,31.328379"
新江湾城首府,上海市杨浦区新江湾城首府,"121.514969,31.332571"
仁恒怡庭,上海市杨浦区仁恒怡庭,"121.514336,31.327847"
仁恒怡庭,上海市杨浦区仁恒怡庭,"121.514336,31.327847"
建发璟墅,上海市杨浦区建发璟墅,"121.499519,31.319290"
尚浦名邸,上海市虹口区尚浦名邸,"121.485382,31.311506"
旭辉江湾墅,上海市杨浦区旭辉江湾墅,"121.513145,31.303448"
银亿领墅,上海市杨浦区银亿领墅,"121.515953,31.313848"
中建大公馆,上海市杨浦区中建大公馆,"121.515366,31.330793"
兰馨雅苑,上海市杨浦区兰馨雅苑,"121.533554,31.301998"
