title,位置,经纬度
华师大一村,上海市普陀区华师大一村,"121.409142,31.225533"
曹杨四村(兰花园),上海市普陀区兰花园,"121.406693,31.236860"
圣天地服务式公寓,上海市普陀区圣天地服务式公寓,"121.443695,31.243086"
白玉大楼,上海市普陀区白玉大楼,"121.413749,31.231900"
隆德小区,宁夏回族自治区固原市隆德县,"106.111321,35.625920"
荣和怡景园,广东省梅州市兴宁市怡景园,"115.736420,24.147537"
曹杨三村(兰岭园),上海市普陀区兰岭园,"121.401428,31.243673"
梅岭新村,湖北省武汉市江夏区梅岭新村,"114.385040,30.476057"
荣和怡景园,广东省梅州市兴宁市怡景园,"115.736420,24.147537"
真西新村第二小区,上海市普陀区真西新村第二小区,"121.394562,31.246902"
真西新村第二小区,上海市普陀区真西新村第二小区,"121.394562,31.246902"
武宁路200弄,上海市普陀区武宁路200弄,"121.422062,31.240303"
荣和怡景园,广东省梅州市兴宁市怡景园,"115.736420,24.147537"
杨家桥小区(普陀),浙江省台州市椒江区杨家桥小区,"121.416073,28.673138"
澳门小区,澳门特别行政区,"113.549090,22.198951"
石泉小区,陕西省安康市石泉县石泉,"108.246770,33.039630"
桂巷新村,上海市普陀区桂巷新村,"121.400177,31.237511"
真西新村第二小区,上海市普陀区真西新村第二小区,"121.394562,31.246902"
曹杨二村,上海市普陀区曹杨二村,"121.366051,31.260193"
曹杨九村,上海市普陀区曹杨九村,"121.405235,31.232407"
隆德小区,宁夏回族自治区固原市隆德县,"106.111321,35.625920"
桂巷新村,上海市普陀区桂巷新村,"121.400177,31.237511"
陆一小区,上海市普陀区陆一小区,"121.420311,31.243309"
曹杨六村(沙溪园),上海市普陀区沙溪园,"121.412292,31.235966"
陆三小区,上海市普陀区陆三小区,"121.421150,31.243563"
陆一小区,上海市普陀区陆一小区,"121.420311,31.243309"
曹杨三村(杏杨园),上海市普陀区杏杨园,"121.402451,31.236704"
曹杨九村,上海市普陀区曹杨九村,"121.405235,31.232407"
富源小区,云南省曲靖市麒麟区富源,"103.791912,25.487956"
曹杨七村,上海市普陀区曹杨七村,"121.410194,31.239807"
长风二村长风馨苑,上海市普陀区长风馨苑,"121.400627,31.233095"
石泉一村,陕西省安康市石泉县,"108.248061,33.038050"
平江盛世家园,湖南省岳阳市平江县平江,"113.581234,28.701868"
曹杨一村,上海市普陀区曹杨一村,"121.407501,31.238865"
石泉六村,陕西省安康市石泉县,"108.248061,33.038050"
曹杨二村,上海市普陀区曹杨二村,"121.366051,31.260193"
东新支路55弄,上海市普陀区东新支路55弄,"121.424906,31.243058"
石泉六村,陕西省安康市石泉县,"108.248061,33.038050"
杏园,江西省鹰潭市贵溪市杏园,"117.211151,28.281574"
泰山二村,山东省泰安市泰山区,"117.135215,36.192833"
安塞小区,陕西省延安市安塞区,"109.329236,36.864571"
长风四村,上海市普陀区长风四村,"121.397652,31.229553"
管弄一二街坊,上海市普陀区管弄一二街坊,"121.425446,31.255629"
曹杨九村,上海市普陀区曹杨九村,"121.405235,31.232407"
阳光威尼斯C区,上海市普陀区阳光威尼斯c区,"121.367355,31.262568"
实地公寓,上海市普陀区实地公寓,"121.423584,31.247940"
长征家苑,上海市普陀区长征家苑,"121.389303,31.250334"
交暨小区,上海市普陀区交暨小区,"121.421379,31.260855"
真光第四小区,上海市普陀区真光第四小区,"121.381516,31.254810"
真光第四小区,上海市普陀区真光第四小区,"121.381516,31.254810"
平江盛世家园,湖南省岳阳市平江县平江,"113.581234,28.701868"
隆德小区,宁夏回族自治区固原市隆德县,"106.111321,35.625920"
清涧三街坊,陕西省榆林市清涧县,"110.121181,37.088921"
安居金祁新城,上海市普陀区安居金祁新城(西区365弄),"121.386513,31.293182"
浦安公寓,上海市普陀区浦安公寓,"121.437737,31.263218"
交暨小区,上海市普陀区交暨小区,"121.421379,31.260855"
阳光威尼斯AB区,上海市普陀区阳光威尼斯ab区,"121.371452,31.261225"
金江家园,上海市长宁区金江家园,"121.351128,31.219749"
泾阳家园,上海市普陀区泾阳家园,"121.365133,31.237987"
华经大厦,上海市普陀区华经大厦,"121.444901,31.257832"
德怡苑,上海市普陀区德怡苑,"121.432487,31.242718"
牡丹新苑,山东省菏泽市牡丹区,"115.417021,35.251911"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
清涧三街坊,陕西省榆林市清涧县,"110.121181,37.088921"
真如西村,上海市普陀区真如西村,"121.398438,31.246012"
新长征花苑,上海市普陀区新长征花苑,"121.372910,31.235371"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
开开公寓,上海市普陀区开开公寓,"121.395912,31.238752"
宜川路350号,上海市普陀区宜川路350号,"121.436862,31.263582"
建德花园牡丹苑,福建省泉州市丰泽区建德花园牡丹苑,"118.592391,24.889442"
普雄馨苑,上海市普陀区普雄馨苑,"121.424400,31.236607"
北巷小区,陕西省宝鸡市岐山县北巷小区,"107.623669,34.447028"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
长风三村,上海市普陀区长风三村,"121.400101,31.229923"
真源小区,上海市普陀区真源小区,"121.381554,31.241102"
子长小区,陕西省延安市子长市,"109.675284,37.142462"
桃浦三村石榴苑,上海市普陀区石榴苑,"121.345779,31.282022"
江南新村(普陀),宁夏回族自治区银川市贺兰县江南新村,"106.423237,38.542214"
水塘小区,上海市普陀区水塘小区,"121.399094,31.249830"
桃浦一村海棠苑,上海市普陀区桃浦一村海棠苑,"121.362119,31.237583"
甘泉苑,四川省成都市崇州市甘泉苑,"103.610186,30.606780"
福兴村,浙江省金华市兰溪市福兴村,"119.489441,29.211132"
东泉苑小区,上海市普陀区东泉苑小区,"121.430809,31.268776"
甘泉苑,四川省成都市崇州市甘泉苑,"103.610186,30.606780"
清涧二街坊,陕西省榆林市清涧县,"110.121181,37.088921"
汪家井小区,上海市普陀区汪家井小区,"121.432396,31.258432"
真北二街坊,上海市普陀区真北二街坊,"121.395622,31.258177"
宜川六村,陕西省延安市宜川县,"110.168963,36.050178"
清涧三街坊,陕西省榆林市清涧县,"110.121181,37.088921"
杨家桥小区(普陀),浙江省台州市椒江区杨家桥小区,"121.416073,28.673138"
武宁一村,江西省九江市武宁县,"115.092649,29.246785"
双山小区,山东省枣庄市山亭区双山小区,"117.463837,35.092705"
真北路1113弄,上海市普陀区真北路1113弄,"121.383172,31.237773"
平民后村,陕西省渭南市大荔县平民村,"110.163246,34.799198"
真光六小区,上海市普陀区真光六小区,"121.382085,31.251997"
杨桥第一小区,上海市普陀区杨桥第一小区,"121.391983,31.267748"
平江盛世家园,湖南省岳阳市平江县平江,"113.581234,28.701868"
富源小区,云南省曲靖市麒麟区富源,"103.791912,25.487956"
汪家井小区,上海市普陀区汪家井小区,"121.432396,31.258432"
南泉苑,上海市普陀区南泉苑,"121.426414,31.269091"
南大街34弄,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县南大街东34院,"78.465764,40.940248"
宜川五村,陕西省延安市宜川县,"110.168963,36.050178"
南泉苑,上海市普陀区南泉苑,"121.426414,31.269091"
泰山一村,山东省泰安市泰山区,"117.135215,36.192833"
曹杨五村(金岭园),上海市普陀区金岭园,"121.409241,31.233625"
长风二村风荷园,上海市普陀区风荷苑,"121.399010,31.233793"
清涧二街坊,陕西省榆林市清涧县,"110.121181,37.088921"
曹杨五村(杏梅园),上海市普陀区杏梅园,"121.407364,31.233999"
桂巷新村,上海市普陀区桂巷新村,"121.400177,31.237511"
长风二村风荷园,上海市普陀区风荷苑,"121.399010,31.233793"
长风四村,上海市普陀区长风四村,"121.397652,31.229553"
真源小区,上海市普陀区真源小区,"121.381554,31.241102"
桂巷新村,上海市普陀区桂巷新村,"121.400177,31.237511"
长风三村,上海市普陀区长风三村,"121.400101,31.229923"
长风三村,上海市普陀区长风三村,"121.400101,31.229923"
水塘小区,上海市普陀区水塘小区,"121.399094,31.249830"
子长小区,陕西省延安市子长市,"109.675284,37.142462"
长风二村风荷园,上海市普陀区风荷苑,"121.399010,31.233793"
南大街34弄,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县南大街东34院,"78.465764,40.940248"
长风二村风荷园,上海市普陀区风荷苑,"121.399010,31.233793"
长风三村,上海市普陀区长风三村,"121.400101,31.229923"
华阴小区,陕西省渭南市华阴市,"110.092286,34.566552"
长风四村,上海市普陀区长风四村,"121.397652,31.229553"
曹杨五村(南杨园),上海市普陀区南杨园,"121.407623,31.232754"
岚皋西路45弄,上海市普陀区岚皋西路45弄,"121.424423,31.248397"
石泉一村,陕西省安康市石泉县,"108.248061,33.038050"
长风三村,上海市普陀区长风三村,"121.400101,31.229923"
曹杨六村(沙溪园),上海市普陀区沙溪园,"121.412292,31.235966"
管弄五六街坊,上海市普陀区管弄五六街坊,"121.424843,31.257872"
华师大一村,上海市普陀区华师大一村,"121.409142,31.225533"
曹杨二村,上海市普陀区曹杨二村,"121.366051,31.260193"
清涧三街坊,陕西省榆林市清涧县,"110.121181,37.088921"
天成小区,黑龙江省佳木斯市同江市天成小区,"132.513458,47.644104"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(二期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
广德苑,云南省昆明市呈贡区广德苑,"102.825332,24.849954"
祥和星宇花园(一期),上海市普陀区祥和星宇花园,"121.398094,31.280277"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
天成小区,黑龙江省佳木斯市同江市天成小区,"132.513458,47.644104"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
西部大楼,上海市普陀区西部大楼,"121.429916,31.260775"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
天成小区,黑龙江省佳木斯市同江市天成小区,"132.513458,47.644104"
阳光威尼斯(二期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
天成小区,黑龙江省佳木斯市同江市天成小区,"132.513458,47.644104"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(二期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
西部大楼,上海市普陀区西部大楼,"121.429916,31.260775"
真源小区,上海市普陀区真源小区,"121.381554,31.241102"
桃浦五村迎春苑,上海市普陀区迎春苑,"121.349258,31.284637"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
昆仑花苑,青海省海西蒙古族藏族自治州德令哈市昆仑花苑住宅小区,"97.377419,37.361359"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
桃浦六村绿春苑,云南省红河哈尼族彝族自治州蒙自市绿春苑,"103.356036,23.375071"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
清涧四街坊,陕西省榆林市清涧县,"110.121181,37.088921"
运旺新村阳光世家,上海市普陀区运旺新村阳光世家,"121.374275,31.242081"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
清涧四街坊,陕西省榆林市清涧县,"110.121181,37.088921"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
光新苑,河北省邯郸市丛台区光新院,"114.498962,36.606033"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
桃浦三村白丽苑,上海市普陀区白丽苑,"121.349564,31.283182"
莲花公寓(普陀),四川省成都市成华区莲花公寓,"104.108148,30.685198"
西部大楼,上海市普陀区西部大楼,"121.429916,31.260775"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
甘泉公寓,陕西省延安市甘泉县甘泉,"109.363554,36.279899"
宜川路330号,上海市普陀区宜川路330号,"121.437118,31.263287"
香樟苑(普陀),浙江省舟山市普陀区香樟苑,"122.257837,29.975413"
泰山三村,山东省泰安市泰山区,"117.135215,36.192833"
香樟苑(普陀),浙江省舟山市普陀区香樟苑,"122.257837,29.975413"
清涧四街坊,陕西省榆林市清涧县,"110.121181,37.088921"
香樟苑(普陀),浙江省舟山市普陀区香樟苑,"122.257837,29.975413"
桃浦四村易居紫荆苑,上海市普陀区易居紫荆苑,"121.346169,31.284668"
桃浦一村瑞香苑,上海市普陀区瑞香苑小区,"121.351372,31.280012"
桃浦十村（紫藤苑小区银杏路120弄）,上海市普陀区紫藤苑小区,"121.344795,31.287539"
真北一街坊,上海市普陀区真北一街坊,"121.398155,31.258493"
香樟苑(普陀),浙江省舟山市普陀区香樟苑,"122.257837,29.975413"
杨家桥小区(普陀),浙江省台州市椒江区杨家桥小区,"121.416073,28.673138"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
清涧六街坊,陕西省榆林市清涧县,"110.121181,37.088921"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
香樟苑(普陀),浙江省舟山市普陀区香樟苑,"122.257837,29.975413"
清涧六街坊,陕西省榆林市清涧县,"110.121181,37.088921"
杨桥第一小区,上海市普陀区杨桥第一小区,"121.391983,31.267748"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
真光七街坊,上海市普陀区真光七街坊,"121.386017,31.251415"
宜川一村,陕西省延安市宜川县,"110.168963,36.050178"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
长新小区(普陀),甘肃省兰州市安宁区长新小区,"103.732161,36.108827"
真源小区,上海市普陀区真源小区,"121.381554,31.241102"
桃浦四村易居紫荆苑,上海市普陀区易居紫荆苑,"121.346169,31.284668"
新黄小区,河南省新乡市红旗区新黄小区,"113.899155,35.276512"
子长小区,陕西省延安市子长市,"109.675284,37.142462"
真光第四小区,上海市普陀区真光第四小区,"121.381516,31.254810"
长风一村小区,上海市普陀区长风一村小区,"121.403175,31.231205"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
甘泉苑,四川省成都市崇州市甘泉苑,"103.610186,30.606780"
清涧七街坊,陕西省榆林市清涧县,"110.121181,37.088921"
甘泉一村,陕西省延安市甘泉县,"109.351046,36.276645"
桃浦西路443弄,上海市普陀区桃浦西路443弄,"121.390795,31.273693"
子长小区,陕西省延安市子长市,"109.675284,37.142462"
汇银铭尊,上海市普陀区汇银铭尊,"121.383057,31.221067"
星河世纪城,安徽省蚌埠市淮上区星河世纪城,"117.384308,32.973518"
澳门公寓,澳门特别行政区,"113.549090,22.198951"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
绿地世纪城(二期),江苏省淮安市淮阴区绿地世纪城,"119.044014,33.612549"
平江盛世家园,湖南省岳阳市平江县平江,"113.581234,28.701868"
中鹰黑森林,上海市普陀区中鹰黑森林,"121.409698,31.269751"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
中鹰黑森林,上海市普陀区中鹰黑森林,"121.409698,31.269751"
十里都华,湖南省益阳市桃江县都华村,"112.131337,28.579015"
桃浦三村石榴苑,上海市普陀区石榴苑,"121.345779,31.282022"
新杨和苑,上海市宝山区新杨和苑,"121.351288,31.326532"
阳光水岸苑,上海市普陀区阳光水岸苑,"121.342049,31.290731"
阳光水岸苑,上海市普陀区阳光水岸苑,"121.342049,31.290731"
阳光水岸苑,上海市普陀区阳光水岸苑,"121.342049,31.290731"
中亚公寓,上海市普陀区中亚公寓,"121.397446,31.259756"
桃浦九村,上海市普陀区桃浦九村,"121.345848,31.290047"
金原新苑,上海市普陀区金原新苑,"121.428421,31.259119"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
金原新苑,上海市普陀区金原新苑,"121.428421,31.259119"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光水岸苑,上海市普陀区阳光水岸苑,"121.342049,31.290731"
阳光水岸苑,上海市普陀区阳光水岸苑,"121.342049,31.290731"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
桃浦新家园,上海市普陀区桃浦新家园,"121.347801,31.288120"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
金原新苑,上海市普陀区金原新苑,"121.428421,31.259119"
开开大楼,上海市普陀区开开大楼,"121.394623,31.235090"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
昆仑花苑,青海省海西蒙古族藏族自治州德令哈市昆仑花苑住宅小区,"97.377419,37.361359"
中亚公寓,上海市普陀区中亚公寓,"121.397446,31.259756"
阳光水岸苑,上海市普陀区阳光水岸苑,"121.342049,31.290731"
桃浦九村,上海市普陀区桃浦九村,"121.345848,31.290047"
桃浦五村山茶苑,上海市普陀区山茶苑,"121.349022,31.286589"
桃浦五村迎春苑,上海市普陀区迎春苑,"121.349258,31.284637"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
桃浦九村,上海市普陀区桃浦九村,"121.345848,31.290047"
桃浦三村白丽苑,上海市普陀区白丽苑,"121.349564,31.283182"
阳光威尼斯AB区,上海市普陀区阳光威尼斯ab区,"121.371452,31.261225"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
安居金祁新城,上海市普陀区安居金祁新城(西区365弄),"121.386513,31.293182"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
真南路822弄521支弄,上海市普陀区真南路822弄521支弄,"121.384905,31.279232"
安居锦竹苑,四川省遂宁市安居区,"105.456360,30.355091"
清涧三街坊,陕西省榆林市清涧县,"110.121181,37.088921"
真南路822弄510支弄,上海市普陀区真南路822弄510支弄,"121.385870,31.279804"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
桃浦三村石榴苑,上海市普陀区石榴苑,"121.345779,31.282022"
安达家园,黑龙江省绥化市安达市,"125.307629,46.451882"
西部大楼,上海市普陀区西部大楼,"121.429916,31.260775"
桃浦五村迎春苑,上海市普陀区迎春苑,"121.349258,31.284637"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
桃浦二村永汇新苑,上海市普陀区永汇新苑,"121.350975,31.278463"
西部大楼,上海市普陀区西部大楼,"121.429916,31.260775"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
海鑫公寓,福建省福州市连江县海鑫公寓,"119.526398,26.217428"
华师大三村,新疆维吾尔自治区喀什地区喀什市三村,"76.027747,39.452468"
梅岭苑,江苏省扬州市邗江区梅岭苑,"119.446465,32.409458"
丽和苑,广东省东莞市丽和苑,"114.099602,22.823584"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
巴黎之春,内蒙古自治区通辽市科尔沁区巴黎之春,"122.268555,43.626942"
秋月枫舍,上海市普陀区秋月枫舍,"121.429230,31.248556"
祥和星宇花园(一期),上海市普陀区祥和星宇花园,"121.398094,31.280277"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
明丰世纪苑,上海市普陀区明丰世纪苑,"121.391464,31.261442"
阳光威尼斯(二期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
城公大厦,上海市普陀区城公大厦,"121.431931,31.253681"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
祥和星宇花园(二期),上海市普陀区祥和星宇花园,"121.398094,31.280277"
祥和星宇花园(一期),上海市普陀区祥和星宇花园,"121.398094,31.280277"
乐怡苑(普陀),广东省广州市番禺区乐怡苑,"113.340625,22.901416"
大华颐和华城(公寓),上海市普陀区大华颐和华城,"121.401176,31.275820"
星河世纪城,安徽省蚌埠市淮上区星河世纪城,"117.384308,32.973518"
阳光大厦(普陀),广东省中山市阳光大厦,"113.219482,22.581065"
大华颐和华城(公寓),上海市普陀区大华颐和华城,"121.401176,31.275820"
象源丽都,上海市普陀区象源丽都,"121.377632,31.235634"
颐宁苑,河北省保定市竞秀区颐宁苑,"115.478821,38.905365"
大华颐和华城(公寓),上海市普陀区大华颐和华城,"121.401176,31.275820"
曹杨新苑,上海市普陀区曹杨新苑,"121.406509,31.260765"
常德大厦,湖南省常德市,"111.699050,29.031446"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
大华颐和华城(公寓),上海市普陀区大华颐和华城,"121.401176,31.275820"
阳光大厦(普陀),广东省中山市阳光大厦,"113.219482,22.581065"
大华颐和华城(公寓),上海市普陀区大华颐和华城,"121.401176,31.275820"
长乐大厦(普陀),福建省福州市长乐区长乐,"119.504500,25.960500"
中环家园,上海市普陀区中环家园,"121.413460,31.265171"
西部名都花园,上海市普陀区西部名都花园,"121.429771,31.263514"
长乐大厦(普陀),福建省福州市长乐区长乐,"119.504500,25.960500"
新杨和苑,上海市宝山区新杨和苑,"121.351288,31.326532"
振光大厦,上海市普陀区振光大厦,"121.382439,31.247831"
振光大厦,上海市普陀区振光大厦,"121.382439,31.247831"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
工汇花苑,上海市普陀区工汇花苑,"121.435600,31.257875"
长寿路505弄,重庆市长寿区长寿路,"107.076268,29.834057"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
岚皋馨苑,上海市普陀区岚皋馨苑,"121.415693,31.255597"
建德花园百合苑,上海市普陀区建德花园百合苑,"121.359161,31.239458"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(三期),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
星海大厦,广东省深圳市宝安区星海大厦,"113.834122,22.728830"
志丹苑,上海市普陀区志丹苑,"121.430030,31.258887"
阳光威尼斯AB区,上海市普陀区阳光威尼斯ab区,"121.371452,31.261225"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
工汇花苑,上海市普陀区工汇花苑,"121.435600,31.257875"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
愉景华庭,贵州省毕节市七星关区愉景华庭商业广场,"105.286041,27.275274"
上海家园,上海市普陀区上海家园,"121.391191,31.258372"
祥和星宇花园(二期),上海市普陀区祥和星宇花园,"121.398094,31.280277"
曹杨五月天,上海市普陀区曹杨五月天,"121.407997,31.260590"
愉景华庭,贵州省毕节市七星关区愉景华庭商业广场,"105.286041,27.275274"
万里真欣园,上海市普陀区万里街道真欣园,"121.404576,31.268269"
祥和星宇花园(二期),上海市普陀区祥和星宇花园,"121.398094,31.280277"
中鹰黑森林,上海市普陀区中鹰黑森林,"121.409698,31.269751"
上海本色,上海市嘉定区本色,"121.248058,31.383967"
圣骊澳门苑,澳门特别行政区,"113.549090,22.198951"
宗鑫公寓,上海市普陀区宗鑫公寓,"121.448952,31.243078"
李子园公寓,上海市普陀区李子园公寓,"121.381325,31.268620"
万里真金苑,上海市普陀区万里真金苑,"121.406349,31.267725"
阳光威尼斯(四期)(公寓),四川省南充市顺庆区阳光威尼斯,"106.084091,30.792227"
泰宸苑,上海市普陀区泰宸苑,"121.365593,31.240110"
振光大厦,上海市普陀区振光大厦,"121.382439,31.247831"
万里真金苑,上海市普陀区万里真金苑,"121.406349,31.267725"
锦美苑,湖南省长沙市雨花区锦美苑,"113.033539,28.177645"
安居古浪新苑,上海市普陀区安居古浪新苑,"121.382691,31.283788"
巴黎之春,内蒙古自治区通辽市科尔沁区巴黎之春,"122.268555,43.626942"
中环家园,上海市普陀区中环家园,"121.413460,31.265171"
中环家园,上海市普陀区中环家园,"121.413460,31.265171"
万里雅筑,上海市普陀区万里雅筑,"121.404121,31.265236"
万里雅筑,上海市普陀区万里雅筑,"121.404121,31.265236"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
金华苑,甘肃省天水市秦州区金华苑,"105.729280,34.585230"
上海本色,上海市嘉定区本色,"121.248058,31.383967"
锦绿新城,上海市普陀区锦绿新城,"121.420686,31.233599"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
汇丽花园,福建省厦门市海沧区汇利花园,"118.037018,24.498043"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
世纪之门,山东省潍坊市寿光市世纪之门,"118.819908,36.853748"
中环家园,上海市普陀区中环家园,"121.413460,31.265171"
大众河滨大厦,上海市普陀区大众河滨大厦,"121.429359,31.234560"
云都苑,上海市普陀区云都苑,"121.437134,31.242788"
中环家园,上海市普陀区中环家园,"121.413460,31.265171"
中远两湾城,上海市普陀区中远两湾城集贸市场,"121.438576,31.254276"
秋水云庐,上海市闸北区秋水云庐,"121.433891,31.278950"
